Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Verification_ Details/YES_BUTTON""), ""yes button"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Yes',,2021-03-19 13:06:50,2021-03-19 13:07:21,31.040s,PASSED
PaymentId = pages.Payment_Page.verifyCardPaymentApproval(referenceNum),Chrome 89.0.4389.90,Verify payment approval and note the paymentId,,2021-03-19 13:07:21,2021-03-19 13:07:25,4.627s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_PAYMENT""), ""Search Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search Payment',,2021-03-19 13:07:25,2021-03-19 13:07:27,1.943s,PASSED
waitForPageLoad(10),Chrome 89.0.4389.90,,,2021-03-19 13:07:27,2021-03-19 13:07:27,0.026s,PASSED
pages.Search_Page.switchToWindow(),Chrome 89.0.4389.90,,,2021-03-19 13:07:27,2021-03-19 13:07:30,2.180s,PASSED
"waitForElementClickable(findTestObject(""SEARCH_PAYMENT/CREDIT_OR_DEBIT_CARD""), 0)",Chrome 89.0.4389.90,,,2021-03-19 13:07:30,2021-03-19 13:07:30,0.383s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""SEARCH_PAYMENT/CREDIT_OR_DEBIT_CARD""), ""Credit card"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Credit or debit card' radio button,,2021-03-19 13:07:30,2021-03-19 13:07:34,3.864s,PASSED
"pages.Search_Page.setSearchDetails(lastName, cardNum, accNum)",Chrome 89.0.4389.90,"Enter billing last name,card number",,2021-03-19 13:07:34,2021-03-19 13:07:39,5.447s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_BUTTON""), ""Search"", [pageLoadTime])",Chrome 89.0.4389.90,"Click on search
",,2021-03-19 13:07:39,2021-03-19 13:07:53,13.312s,PASSED
pages.Payment_Page.verifyPaymentDetailsInReceipt(PaymentId),Chrome 89.0.4389.90,"Verify payment id
",,2021-03-19 13:07:53,2021-03-19 13:07:55,1.909s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_ ICON""), ""SearchIcon"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search' icon to generate receipt,,2021-03-19 13:07:55,2021-03-19 13:07:57,2.011s,PASSED
delay(2),Chrome 89.0.4389.90,,,2021-03-19 13:07:57,2021-03-19 13:07:59,2.008s,PASSED
"scrollToElement(findTestObject(""SEARCH_PAYMENT/CLOSE_BUTTON""), 0)",Chrome 89.0.4389.90,Scroll to close button,,2021-03-19 13:07:59,2021-03-19 13:07:59,0.363s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/EMAIL_ RECEIPT""), ""Email Receipt"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Email Receipt',,2021-03-19 13:07:59,2021-03-19 13:08:01,1.911s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEND_ EMAIL_BUTTON""), ""Send Email"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Send Email',,2021-03-19 13:08:01,2021-03-19 13:08:03,2.332s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-19 13:08:03,2021-03-19 13:08:04,0.790s,PASSED
,,,,,,,
Test Cases/Consumer_Make_Payment/TC_002_Credit_MultiLine_Payment,Chrome 89.0.4389.90,,,2021-03-19 13:08:04,2021-03-19 13:10:46,2m - 41.480s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-19 13:08:04,2021-03-19 13:08:04,0.000s,PASSED
"utilities.SafeActions.openBrowser(certpay_url, [pageLoadTime])",Chrome 89.0.4389.90,Open Certpay application,,2021-03-19 13:08:04,2021-03-19 13:08:15,10.220s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Home_ Page/BUREAU_CODE""), bureauCode, ""Bureau code"", [pageLoadTime])",Chrome 89.0.4389.90,Enter valid Bureau code,,2021-03-19 13:08:15,2021-03-19 13:08:17,2.516s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/BEGIN_PAYMENT""), ""Begin payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Begin Payment',,2021-03-19 13:08:17,2021-03-19 13:08:20,3.282s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:08:20,2021-03-19 13:08:25,4.562s,PASSED
"pages.Payment_Page.setAmount(""1"", paymentAmount, ""testing"", referenceNum)",Chrome 89.0.4389.90,"Enter Payment Amount,refernce num,comments",,2021-03-19 13:08:25,2021-03-19 13:08:33,7.874s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/ADD_ANOTHER_PROPERTY""), ""Multi-Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Add another property',,2021-03-19 13:08:33,2021-03-19 13:08:36,2.809s,PASSED
"pages.Payment_Page.setAmount(""2"", paymentAmount2, ""Payment for testing"", ""22"")",Chrome 89.0.4389.90,"Enter Payment Amount,refernce num,comments",,2021-03-19 13:08:36,2021-03-19 13:08:44,8.752s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""MAKE_ PAYMENT/Home_ Page/BANK_CARD""), ""Bank card"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Bank card' radio button,,2021-03-19 13:08:44,2021-03-19 13:08:47,2.763s,PASSED
waitForPageLoad(2),Chrome 89.0.4389.90,,,2021-03-19 13:08:47,2021-03-19 13:08:47,0.038s,PASSED
"utilities.SafeActions.safeSelectOptionInDropdownByVisibleText(findTestObject(""MAKE_ PAYMENT/Home_ Page/CARD_TYPE""), cardType, ""CardType"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Discover' from card type dropdown,,2021-03-19 13:08:47,2021-03-19 13:08:51,3.238s,PASSED
"utilities.SafeActions.safeSelectOptionInDropdownByVisibleText(findTestObject(""MAKE_ PAYMENT/Home_ Page/PAYMENT_TYPE""), paymentType, ""Payment Type"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Payment type',,2021-03-19 13:08:51,2021-03-19 13:08:54,3.128s,PASSED
"scrollToElement(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), 30)",Chrome 89.0.4389.90,,,2021-03-19 13:08:54,2021-03-19 13:08:54,0.432s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:08:54,2021-03-19 13:08:57,3.213s,PASSED
"pages.Payment_Page.setPersonalDetails(firstName, lastName, telephone)",Chrome 89.0.4389.90,"Enter First and Last name,telephone",,2021-03-19 13:08:57,2021-03-19 13:09:05,8.095s,PASSED
"pages.Payment_Page.setLocationDetails(address, zipCode)",Chrome 89.0.4389.90,Enter address and Zip code,,2021-03-19 13:09:05,2021-03-19 13:09:10,4.910s,PASSED
"waitForElementClickable(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), 30)",Chrome 89.0.4389.90,,,2021-03-19 13:09:10,2021-03-19 13:09:11,0.368s,PASSED
"pages.Payment_Page.clickOnElement(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""))",Chrome 89.0.4389.90,Click on continue,,2021-03-19 13:09:11,2021-03-19 13:09:12,1.805s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/CheckBox""), ""Billing CheckBox"", [pageLoadTime])",Chrome 89.0.4389.90,"""Select checkbox 'My billing information is same 
information i entered in previous page'""",,2021-03-19 13:09:12,2021-03-19 13:09:16,3.733s,PASSED
waitForPageLoad(0),Chrome 89.0.4389.90,,,2021-03-19 13:09:16,2021-03-19 13:09:18,1.654s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on continue,,2021-03-19 13:09:18,2021-03-19 13:09:22,4.528s,PASSED
"pages.Payment_Page.setCardDetails(cardNum, securityCode, expYear, expMonth)",Chrome 89.0.4389.90,"Enter card number,exp date,exp month,security code",,2021-03-19 13:09:22,2021-03-19 13:09:35,12.487s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/EMAIL_ADDRESS""), emailAddress, ""EmailAddress"", [pageLoadTime])",Chrome 89.0.4389.90,Enter email address,,2021-03-19 13:09:35,2021-03-19 13:09:37,2.423s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on Continue,,2021-03-19 13:09:37,2021-03-19 13:09:41,3.296s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/I_AGREE""), ""I agree"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'I agree',,2021-03-19 13:09:41,2021-03-19 13:09:44,3.855s,PASSED
"pages.Payment_Page.verifyUserDetails(firstName, lastName, emailAddress, cardType, """")",Chrome 89.0.4389.90,Verify user details,,2021-03-19 13:09:44,2021-03-19 13:09:50,5.308s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Verification_ Details/PROCESS_PAYMENT""), ""Process Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Process Payment',,2021-03-19 13:09:50,2021-03-19 13:09:52,2.004s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Verification_ Details/YES_BUTTON""), ""yes button"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Yes',,2021-03-19 13:09:52,2021-03-19 13:09:57,4.780s,PASSED
PaymentID = pages.Payment_Page.verifyCardPaymentApproval(referenceNum),Chrome 89.0.4389.90,Verify payment details and note paymnetId,,2021-03-19 13:09:57,2021-03-19 13:10:01,4.695s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_PAYMENT""), ""Search Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search Payment',,2021-03-19 13:10:01,2021-03-19 13:10:03,2.012s,PASSED
waitForPageLoad(10),Chrome 89.0.4389.90,,,2021-03-19 13:10:03,2021-03-19 13:10:03,0.026s,PASSED
pages.Search_Page.switchToWindow(),Chrome 89.0.4389.90,,,2021-03-19 13:10:03,2021-03-19 13:10:06,2.302s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""SEARCH_PAYMENT/CREDIT_OR_DEBIT_CARD""), ""Credit card"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Credit or debit card' radio button,,2021-03-19 13:10:06,2021-03-19 13:10:10,4.775s,PASSED
"pages.Search_Page.setSearchDetails(lastName, cardNum, accNum)",Chrome 89.0.4389.90,"Enter billing last name,card num",,2021-03-19 13:10:10,2021-03-19 13:10:16,5.778s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_BUTTON""), ""Search"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search',,2021-03-19 13:10:16,2021-03-19 13:10:33,17.090s,PASSED
pages.Payment_Page.verifyPaymentDetailsInReceipt(PaymentID),Chrome 89.0.4389.90,Verify payment details,,2021-03-19 13:10:33,2021-03-19 13:10:35,1.657s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_ ICON""), ""SearchIcon"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search' icon to generate receipt,,2021-03-19 13:10:35,2021-03-19 13:10:37,2.313s,PASSED
delay(2),Chrome 89.0.4389.90,,,2021-03-19 13:10:37,2021-03-19 13:10:39,2.016s,PASSED
"scrollToElement(findTestObject(""SEARCH_PAYMENT/CLOSE_BUTTON""), 0)",Chrome 89.0.4389.90,"scroll to close button
",,2021-03-19 13:10:39,2021-03-19 13:10:40,0.495s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/EMAIL_ RECEIPT""), ""Email Receipt"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Email Receipt',,2021-03-19 13:10:40,2021-03-19 13:10:42,2.053s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEND_ EMAIL_BUTTON""), ""Send Email"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Send Email',,2021-03-19 13:10:42,2021-03-19 13:10:44,2.409s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-19 13:10:44,2021-03-19 13:10:46,1.340s,PASSED
,,,,,,,
Test Cases/Consumer_Make_Payment/TC_003_Echeck_Checking_SingleLine_Payment,Chrome 89.0.4389.90,,,2021-03-19 13:10:46,2021-03-19 13:13:31,2m - 45.171s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-19 13:10:46,2021-03-19 13:10:46,0.000s,PASSED
"utilities.SafeActions.openBrowser(certpay_url, [pageLoadTime])",Chrome 89.0.4389.90,Open Certpay application,,2021-03-19 13:10:46,2021-03-19 13:11:00,14.351s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Home_ Page/BUREAU_CODE""), bureauCode, ""Bureau code"", [pageLoadTime])",Chrome 89.0.4389.90,Enter valid Bureau code,,2021-03-19 13:11:00,2021-03-19 13:11:04,3.595s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/BEGIN_PAYMENT""), ""Begin payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Begin Payment',,2021-03-19 13:11:04,2021-03-19 13:11:07,3.366s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/NEXT_BUTTON""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:11:07,2021-03-19 13:11:13,5.475s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""MAKE_ PAYMENT/Home_ Page/ELECTRONIC_CHECK""), ""Echeck"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Electronic check' radio button,,2021-03-19 13:11:13,2021-03-19 13:11:16,2.757s,PASSED
"pages.Payment_Page.setAmount(""1"", paymentAmount, ""testing"", referenceNum)",Chrome 89.0.4389.90,"Enter payment amount,reference nu8m,comments",,2021-03-19 13:11:16,2021-03-19 13:11:25,9.567s,PASSED
"utilities.SafeActions.safeSelectOptionInDropdownByVisibleText(findTestObject(""MAKE_ PAYMENT/Home_ Page/PAYMENT_TYPE""), paymentType, ""Payment Type"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'Payment type',,2021-03-19 13:11:25,2021-03-19 13:11:28,3.099s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:11:28,2021-03-19 13:11:33,4.480s,PASSED
"pages.Payment_Page.setPersonalDetails(firstName, lastName, telephone)",Chrome 89.0.4389.90,"Enter First and Last name,telephone",,2021-03-19 13:11:33,2021-03-19 13:11:42,8.902s,PASSED
"pages.Payment_Page.setLocationDetails(address, zipCode)",Chrome 89.0.4389.90,Enter address details,,2021-03-19 13:11:42,2021-03-19 13:11:47,5.047s,PASSED
"pages.Payment_Page.clickOnElement(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""))",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:11:47,2021-03-19 13:11:50,2.869s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/CheckBox""), ""Billing CheckBox"", [pageLoadTime])",Chrome 89.0.4389.90,Select checkbox 'My billing information is same information i entered in previous page',,2021-03-19 13:11:50,2021-03-19 13:11:53,3.554s,PASSED
waitForPageLoad(2),Chrome 89.0.4389.90,,,2021-03-19 13:11:53,2021-03-19 13:11:55,1.998s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Continue',,2021-03-19 13:11:55,2021-03-19 13:12:00,4.663s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/ACC_TYPE_CHECKING""), ""Checking"", [pageLoadTime])",Chrome 89.0.4389.90,Select Account type as 'Checking',,2021-03-19 13:12:00,2021-03-19 13:12:03,3.423s,PASSED
"pages.Payment_Page.setElectronicCheckInformation(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/CHECKING_ACCOUNT_NUMBER""), findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/CONFIRM_CHECKING_ACC_NUM""), routingNum, checkingAccNum)",Chrome 89.0.4389.90,"Enter 'Routing Number',checking acc num",,2021-03-19 13:12:03,2021-03-19 13:12:12,8.687s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/EMAIL_ADDRESS""), emailAddress, ""EmailAddress"", [pageLoadTime])",Chrome 89.0.4389.90,Enter 'Email address',,2021-03-19 13:12:12,2021-03-19 13:12:15,2.678s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/SIGNATURE""), firstName, ""First name"", [pageLoadTime])",Chrome 89.0.4389.90,Enter 'Signature',,2021-03-19 13:12:15,2021-03-19 13:12:17,2.959s,PASSED
"utilities.SafeActions.safeType(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/AGREEMENT""), ""Yes"", ""Agreement"", [pageLoadTime])",Chrome 89.0.4389.90,Enter 'Agreement' (Yes),,2021-03-19 13:12:17,2021-03-19 13:12:21,3.041s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CHECK_CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on Continue,,2021-03-19 13:12:21,2021-03-19 13:12:23,2.234s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Home_ Page/CONTINUE""), ""Continue"", [pageLoadTime])",Chrome 89.0.4389.90,Click on Continue,,2021-03-19 13:12:23,2021-03-19 13:12:27,4.525s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Consumer_Personal_ Details/I_AGREE""), ""I agree"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'I agree',,2021-03-19 13:12:27,2021-03-19 13:12:32,4.914s,PASSED
"pages.Payment_Page.verifyUserDetails(firstName, lastName, emailAddress, ""VISA"", ""Checking"")",Chrome 89.0.4389.90,verify user details,,2021-03-19 13:12:32,2021-03-19 13:12:38,6.259s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Verification_ Details/PROCESS_PAYMENT""), ""Process Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Process Payment',,2021-03-19 13:12:38,2021-03-19 13:12:41,2.424s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""MAKE_ PAYMENT/Verification_ Details/YES_BUTTON""), ""yes button"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Yes',,2021-03-19 13:12:41,2021-03-19 13:12:45,3.675s,PASSED
"verifyElementPresent(findTestObject(""MAKE_ PAYMENT/Verification_ Details/PENDING""), 30)",Chrome 89.0.4389.90,"Verify paymnet status
",,2021-03-19 13:12:45,2021-03-19 13:12:46,1.365s,PASSED
PaymentID = pages.Payment_Page.verifyECheckPaymentApproval(referenceNum),Chrome 89.0.4389.90,Note paymentId,,2021-03-19 13:12:46,2021-03-19 13:12:49,2.996s,PASSED
"utilities.SafeActions.safeClick(findTestObject(""SEARCH_PAYMENT/SEARCH_PAYMENT""), ""Search Payment"", [pageLoadTime])",Chrome 89.0.4389.90,Click on 'Search Payment',,2021-03-19 13:12:49,2021-03-19 13:12:51,2.252s,PASSED
waitForPageLoad(10),Chrome 89.0.4389.90,,,2021-03-19 13:12:51,2021-03-19 13:12:51,0.025s,PASSED
pages.Search_Page.switchToWindow(),Chrome 89.0.4389.90,,,2021-03-19 13:12:51,2021-03-19 13:12:54,2.503s,PASSED
"utilities.SafeActions.safeCheck(findTestObject(""SEARCH_PAYMENT/ELECTRONIC_CHECK""), ""E check"", [pageLoadTime])",Chrome 89.0.4389.90,Select 'E-check' radio button,,2021-03-19 13:12:54,2021-03-19 13:12:58,4.711s,PASSED
"pages.Search_Page.setSearchDetails(lastName, cardNum, checkingAccNum)",Chrome 89.0.4389.90,"Enter billing last name,acc num",,2021-03-19 13:12:58,2021-03-19 13:13:06,7.335s,PASSED
